Month,Price,Change,type,0
Nov 2016,205.0,9.33%,Urea,
Dec 2016,217.75,6.22%,Urea,
Jan 2017,233.75,7.35%,Urea,
Feb 2017,191.88,-17.91%,Urea,
Mar 2017,223.5,16.48%,Urea,
Apr 2017,207.88,-6.99%,Urea,
May 2017,178.75,-14.01%,Urea,
Jun 2017,191.0,6.85%,Urea,
Jul 2017,181.0,-5.24%,Urea,
Aug 2017,192.63,6.43%,Urea,
Sep 2017,219.0,13.69%,Urea,
Oct 2017,252.5,15.30%,Urea,
Nov 2017,280.0,10.89%,Urea,
Dec 2017,214.63,-23.35%,Urea,
Jan 2018,219.63,2.33%,Urea,
Feb 2018,232.5,5.86%,Urea,
Mar 2018,232.5,0.00%,Urea,
Apr 2018,230.63,-0.80%,Urea,
May 2018,221.88,-3.79%,Urea,
Jun 2018,224.0,0.96%,Urea,
Jul 2018,252.5,12.72%,Urea,
Aug 2018,260.0,2.97%,Urea,
Sep 2018,267.5,2.88%,Urea,
Oct 2018,270.0,0.93%,Urea,
Nov 2018,305.6,13.19%,Urea,
Dec 2018,276.67,-9.47%,Urea,
Jan 2019,260.0,-6.03%,Urea,
Feb 2019,250.63,-3.60%,Urea,
Mar 2019,247.5,-1.25%,Urea,
Apr 2019,247.5,0.00%,Urea,
May 2019,247.5,0.00%,Urea,
Jun 2019,247.5,0.00%,Urea,
Jul 2019,263.5,6.46%,Urea,
Aug 2019,262.5,-0.38%,Urea,
Sep 2019,237.75,-9.43%,Urea,
Oct 2019,237.0,-0.32%,Urea,
Nov 2019,224.5,-5.27%,Urea,
Dec 2019,217.5,-3.12%,Urea,
Jan 2020,215.4,-0.97%,Urea,
Feb 2020,214.38,-0.47%,Urea,
Mar 2020,231.13,7.81%,Urea,
Apr 2020,235.0,1.67%,Urea,
May 2020,201.9,-14.09%,Urea,
Jun 2020,202.0,0.05%,Urea,
Jul 2020,214.4,6.14%,Urea,
Aug 2020,249.5,16.37%,Urea,
Sep 2020,250.5,0.40%,Urea,
Oct 2020,245.0,-2.20%,Urea,
Nov 2020,245.0,0.00%,Urea,
Dec 2020,245.0,0.00%,Urea,
Jan 2021,265.0,8.16%,Urea,
Feb 2021,335.0,26.42%,Urea,
Mar 2021,352.88,5.34%,Urea,
Apr 2021,328.1,-7.02%,Urea,
May 2021,331.63,1.08%,Urea,
Jun 2021,393.25,18.58%,Urea,
Jul 2021,441.5,12.27%,Urea,
Aug 2021,446.88,1.22%,Urea,
Sep 2021,418.75,-6.29%,Urea,
Oct 2021,695.0,65.97%,Urea,
Nov 2021,900.5,29.57%,Urea,
Dec 2021,890.0,-1.17%,Urea,
Jan 2022,846.38,-4.90%,Urea,
Feb 2022,744.17,-12.08%,Urea,
Mar 2022,872.5,17.24%,Urea,
Apr 2022,925.0,6.02%,Urea,
May 2022,707.5,-23.51%,Urea,
Jun 2022,690.0,-2.47%,Urea,
Jul 2022,601.0,-12.90%,Urea,
Aug 2022,591.25,-1.62%,Urea,
Sep 2022,678.0,14.67%,Urea,
Oct 2022,636.25,-6.16%,Urea,
Nov 2022,588.75,-7.47%,Urea,
Dec 2022,519.38,-11.78%,Urea,
Jan 2023,443.75,-14.56%,Urea,
Feb 2023,357.5,-19.44%,Urea,
Mar 2023,313.5,-12.31%,Urea,
Apr 2023,313.38,-0.04%,Urea,
May 1993,136.69,-,Wheat,
Jun 1993,121.99,-10.75%,Wheat,
Jul 1993,127.5,4.52%,Wheat,
Aug 1993,129.71,1.73%,Wheat,
Sep 1993,131.17,1.13%,Wheat,
Oct 1993,135.95,3.64%,Wheat,
Nov 1993,146.61,7.84%,Wheat,
Dec 1993,158.73,8.27%,Wheat,
Jan 1994,153.22,-3.47%,Wheat,
Feb 1994,146.97,-4.08%,Wheat,
Mar 1994,141.1,-3.99%,Wheat,
Apr 1994,140.36,-0.52%,Wheat,
May 1994,139.99,-0.26%,Wheat,
Jun 1994,139.26,-0.52%,Wheat,
Jul 1994,137.42,-1.32%,Wheat,
Aug 1994,145.87,6.15%,Wheat,
Sep 1994,158.73,8.82%,Wheat,
Oct 1994,167.18,5.32%,Wheat,
Nov 1994,162.04,-3.07%,Wheat,
Dec 1994,164.61,1.59%,Wheat,
Jan 1995,156.16,-5.13%,Wheat,
Feb 1995,154.32,-1.18%,Wheat,
Mar 1995,150.28,-2.62%,Wheat,
Apr 1995,148.81,-0.98%,Wheat,
May 1995,158.73,6.67%,Wheat,
Jun 1995,170.12,7.18%,Wheat,
Jul 1995,190.7,12.10%,Wheat,
Aug 1995,184.45,-3.28%,Wheat,
Sep 1995,193.64,4.98%,Wheat,
Oct 1995,203.73,5.21%,Wheat,
Nov 1995,203.93,0.10%,Wheat,
Dec 1995,208.92,2.45%,Wheat,
Jan 1996,206.88,-0.98%,Wheat,
Feb 1996,218.89,5.81%,Wheat,
Mar 1996,215.32,-1.63%,Wheat,
Apr 1996,257.61,19.64%,Wheat,
May 1996,262.11,1.75%,Wheat,
Jun 1996,227.34,-13.27%,Wheat,
Jul 1996,202.6,-10.88%,Wheat,
Aug 1996,191.63,-5.41%,Wheat,
Sep 1996,178.71,-6.74%,Wheat,
Oct 1996,178.0,-0.40%,Wheat,
Nov 1996,176.41,-0.89%,Wheat,
Dec 1996,175.7,-0.40%,Wheat,
Jan 1997,175.73,0.02%,Wheat,
Feb 1997,172.35,-1.92%,Wheat,
Mar 1997,176.61,2.47%,Wheat,
Apr 1997,183.49,3.90%,Wheat,
May 1997,172.59,-5.94%,Wheat,
Jun 1997,148.39,-14.02%,Wheat,
Jul 1997,136.21,-8.21%,Wheat,
Aug 1997,150.61,10.57%,Wheat,
Sep 1997,151.74,0.75%,Wheat,
Oct 1997,151.59,-0.10%,Wheat,
Nov 1997,149.88,-1.13%,Wheat,
Dec 1997,144.62,-3.51%,Wheat,
Jan 1998,137.1,-5.20%,Wheat,
Feb 1998,140.05,2.15%,Wheat,
Mar 1998,138.92,-0.81%,Wheat,
Apr 1998,130.15,-6.31%,Wheat,
May 1998,128.92,-0.95%,Wheat,
Jun 1998,120.64,-6.42%,Wheat,
Jul 1998,118.9,-1.44%,Wheat,
Aug 1998,107.95,-9.21%,Wheat,
Sep 1998,107.93,-0.02%,Wheat,
Oct 1998,126.54,17.24%,Wheat,
Nov 1998,130.21,2.90%,Wheat,
Dec 1998,126.21,-3.07%,Wheat,
Jan 1999,125.29,-0.73%,Wheat,
Feb 1999,117.03,-6.59%,Wheat,
Mar 1999,117.34,0.26%,Wheat,
Apr 1999,113.87,-2.96%,Wheat,
May 1999,113.0,-0.76%,Wheat,
Jun 1999,111.41,-1.41%,Wheat,
Jul 1999,103.02,-7.53%,Wheat,
Aug 1999,111.3,8.04%,Wheat,
Sep 1999,113.19,1.70%,Wheat,
Oct 1999,108.1,-4.50%,Wheat,
Nov 1999,108.8,0.65%,Wheat,
Dec 1999,102.16,-6.10%,Wheat,
Jan 2000,105.83,3.59%,Wheat,
Feb 2000,107.93,1.98%,Wheat,
Mar 2000,105.7,-2.07%,Wheat,
Apr 2000,105.11,-0.56%,Wheat,
May 2000,112.14,6.69%,Wheat,
Jun 2000,113.51,1.22%,Wheat,
Jul 2000,108.98,-3.99%,Wheat,
Aug 2000,108.36,-0.57%,Wheat,
Sep 2000,117.49,8.43%,Wheat,
Oct 2000,128.18,9.10%,Wheat,
Nov 2000,127.73,-0.35%,Wheat,
Dec 2000,128.09,0.28%,Wheat,
Jan 2001,132.84,3.71%,Wheat,
Feb 2001,128.11,-3.56%,Wheat,
Mar 2001,130.2,1.63%,Wheat,
Apr 2001,129.67,-0.41%,Wheat,
May 2001,134.86,4.00%,Wheat,
Jun 2001,127.23,-5.66%,Wheat,
Jul 2001,123.79,-2.70%,Wheat,
Aug 2001,121.92,-1.51%,Wheat,
Sep 2001,122.03,0.09%,Wheat,
Oct 2001,123.34,1.07%,Wheat,
Nov 2001,125.27,1.56%,Wheat,
Dec 2001,122.44,-2.26%,Wheat,
Jan 2002,125.31,2.34%,Wheat,
Feb 2002,123.28,-1.62%,Wheat,
Mar 2002,122.54,-0.60%,Wheat,
Apr 2002,123.72,0.96%,Wheat,
May 2002,121.46,-1.83%,Wheat,
Jun 2002,132.03,8.70%,Wheat,
Jul 2002,149.31,13.09%,Wheat,
Aug 2002,161.26,8.00%,Wheat,
Sep 2002,187.84,16.48%,Wheat,
Oct 2002,190.32,1.32%,Wheat,
Nov 2002,177.38,-6.80%,Wheat,
Dec 2002,162.48,-8.40%,Wheat,
Jan 2003,149.61,-7.92%,Wheat,
Feb 2003,150.84,0.82%,Wheat,
Mar 2003,141.81,-5.99%,Wheat,
Apr 2003,138.62,-2.25%,Wheat,
May 2003,141.96,2.41%,Wheat,
Jun 2003,131.35,-7.47%,Wheat,
Jul 2003,131.62,0.21%,Wheat,
Aug 2003,148.72,12.99%,Wheat,
Sep 2003,145.62,-2.08%,Wheat,
Oct 2003,147.46,1.26%,Wheat,
Nov 2003,160.55,8.88%,Wheat,
Dec 2003,165.57,3.13%,Wheat,
Jan 2004,166.33,0.46%,Wheat,
Feb 2004,161.39,-2.97%,Wheat,
Mar 2004,166.28,3.03%,Wheat,
Apr 2004,166.58,0.18%,Wheat,
May 2004,163.73,-1.71%,Wheat,
Jun 2004,154.74,-5.49%,Wheat,
Jul 2004,150.6,-2.68%,Wheat,
Aug 2004,141.29,-6.18%,Wheat,
Sep 2004,151.03,6.89%,Wheat,
Oct 2004,150.15,-0.58%,Wheat,
Nov 2004,156.57,4.28%,Wheat,
Dec 2004,153.87,-1.72%,Wheat,
Jan 2005,153.59,-0.18%,Wheat,
Feb 2005,151.17,-1.58%,Wheat,
Mar 2005,150.99,-0.12%,Wheat,
Apr 2005,140.88,-6.70%,Wheat,
May 2005,143.33,1.74%,Wheat,
Jun 2005,141.93,-0.98%,Wheat,
Jul 2005,143.87,1.37%,Wheat,
Aug 2005,149.36,3.82%,Wheat,
Sep 2005,159.71,6.93%,Wheat,
Oct 2005,167.83,5.08%,Wheat,
Nov 2005,161.12,-4.00%,Wheat,
Dec 2005,164.44,2.06%,Wheat,
Jan 2006,167.16,1.65%,Wheat,
Feb 2006,179.84,7.59%,Wheat,
Mar 2006,174.44,-3.00%,Wheat,
Apr 2006,180.35,3.39%,Wheat,
May 2006,193.17,7.11%,Wheat,
Jun 2006,195.16,1.03%,Wheat,
Jul 2006,202.43,3.73%,Wheat,
Aug 2006,189.91,-6.18%,Wheat,
Sep 2006,195.98,3.20%,Wheat,
Oct 2006,212.09,8.22%,Wheat,
Nov 2006,209.68,-1.14%,Wheat,
Dec 2006,204.31,-2.56%,Wheat,
Jan 2007,196.07,-4.03%,Wheat,
Feb 2007,199.98,1.99%,Wheat,
Mar 2007,199.1,-0.44%,Wheat,
Apr 2007,198.31,-0.40%,Wheat,
May 2007,195.72,-1.31%,Wheat,
Jun 2007,223.04,13.96%,Wheat,
Jul 2007,238.41,6.89%,Wheat,
Aug 2007,259.73,8.94%,Wheat,
Sep 2007,326.54,25.72%,Wheat,
Oct 2007,335.15,2.64%,Wheat,
Nov 2007,321.81,-3.98%,Wheat,
Dec 2007,368.62,14.55%,Wheat,
Jan 2008,370.66,0.55%,Wheat,
Feb 2008,425.0,14.66%,Wheat,
Mar 2008,439.72,3.46%,Wheat,
Apr 2008,362.23,-17.62%,Wheat,
May 2008,328.76,-9.24%,Wheat,
Jun 2008,348.55,6.02%,Wheat,
Jul 2008,328.18,-5.84%,Wheat,
Aug 2008,329.34,0.35%,Wheat,
Sep 2008,295.55,-10.26%,Wheat,
Oct 2008,237.38,-19.68%,Wheat,
Nov 2008,226.85,-4.44%,Wheat,
Dec 2008,220.14,-2.96%,Wheat,
Jan 2009,239.11,8.62%,Wheat,
Feb 2009,224.69,-6.03%,Wheat,
Mar 2009,230.98,2.80%,Wheat,
Apr 2009,233.47,1.08%,Wheat,
May 2009,261.48,12.00%,Wheat,
Jun 2009,256.64,-1.85%,Wheat,
Jul 2009,224.85,-12.39%,Wheat,
Aug 2009,210.37,-6.44%,Wheat,
Sep 2009,191.09,-9.16%,Wheat,
Oct 2009,198.85,4.06%,Wheat,
Nov 2009,211.04,6.13%,Wheat,
Dec 2009,206.25,-2.27%,Wheat,
Jan 2010,201.19,-2.45%,Wheat,
Feb 2010,194.0,-3.57%,Wheat,
Mar 2010,191.08,-1.51%,Wheat,
Apr 2010,192.87,0.94%,Wheat,
May 2010,181.61,-5.84%,Wheat,
Jun 2010,157.67,-13.18%,Wheat,
Jul 2010,195.82,24.20%,Wheat,
Aug 2010,246.25,25.75%,Wheat,
Sep 2010,271.67,10.32%,Wheat,
Oct 2010,270.23,-0.53%,Wheat,
Nov 2010,274.08,1.42%,Wheat,
Dec 2010,306.52,11.84%,Wheat,
Jan 2011,326.56,6.54%,Wheat,
Feb 2011,348.12,6.60%,Wheat,
Mar 2011,316.75,-9.01%,Wheat,
Apr 2011,336.12,6.12%,Wheat,
May 2011,355.28,5.70%,Wheat,
Jun 2011,326.43,-8.12%,Wheat,
Jul 2011,303.88,-6.91%,Wheat,
Aug 2011,327.07,7.63%,Wheat,
Sep 2011,315.92,-3.41%,Wheat,
Oct 2011,289.01,-8.52%,Wheat,
Nov 2011,281.01,-2.77%,Wheat,
Dec 2011,269.03,-4.26%,Wheat,
Jan 2012,274.89,2.18%,Wheat,
Feb 2012,277.77,1.05%,Wheat,
Mar 2012,283.88,2.20%,Wheat,
Apr 2012,266.32,-6.19%,Wheat,
May 2012,264.36,-0.74%,Wheat,
Jun 2012,276.19,4.47%,Wheat,
Jul 2012,345.69,25.16%,Wheat,
Aug 2012,349.4,1.07%,Wheat,
Sep 2012,353.42,1.15%,Wheat,
Oct 2012,358.2,1.35%,Wheat,
Nov 2012,360.82,0.73%,Wheat,
Dec 2012,347.96,-3.56%,Wheat,
Jan 2013,335.47,-3.59%,Wheat,
Feb 2013,318.94,-4.93%,Wheat,
Mar 2013,309.75,-2.88%,Wheat,
Apr 2013,308.28,-0.47%,Wheat,
May 2013,319.67,3.69%,Wheat,
Jun 2013,313.42,-1.96%,Wheat,
Jul 2013,304.61,-2.81%,Wheat,
Aug 2013,305.34,0.24%,Wheat,
Sep 2013,307.51,0.71%,Wheat,
Oct 2013,325.69,5.91%,Wheat,
Nov 2013,306.75,-5.82%,Wheat,
Dec 2013,291.56,-4.95%,Wheat,
Jan 2014,275.58,-5.48%,Wheat,
Feb 2014,292.11,6.00%,Wheat,
Mar 2014,323.71,10.82%,Wheat,
Apr 2014,324.81,0.34%,Wheat,
May 2014,334.73,3.05%,Wheat,
Jun 2014,306.44,-8.45%,Wheat,
Jul 2014,280.35,-8.51%,Wheat,
Aug 2014,263.45,-6.03%,Wheat,
Sep 2014,243.61,-7.53%,Wheat,
Oct 2014,245.45,0.76%,Wheat,
Nov 2014,258.68,5.39%,Wheat,
Dec 2014,269.7,4.26%,Wheat,
Jan 2015,248.39,-7.90%,Wheat,
Feb 2015,237.0,-4.59%,Wheat,
Mar 2015,230.75,-2.64%,Wheat,
Apr 2015,223.4,-3.18%,Wheat,
May 2015,215.32,-3.62%,Wheat,
Jun 2015,209.81,-2.56%,Wheat,
Jul 2015,197.31,-5.96%,Wheat,
Aug 2015,179.68,-8.94%,Wheat,
Sep 2015,172.7,-3.88%,Wheat,
Oct 2015,172.71,0.01%,Wheat,
Nov 2015,177.1,2.54%,Wheat,
Dec 2015,189.23,6.85%,Wheat,
Jan 2016,193.27,2.13%,Wheat,
Feb 2016,187.03,-3.23%,Wheat,
Mar 2016,191.07,2.16%,Wheat,
Apr 2016,187.39,-1.93%,Wheat,
May 2016,171.96,-8.23%,Wheat,
Jun 2016,173.06,0.64%,Wheat,
Jul 2016,151.75,-12.31%,Wheat,
Aug 2016,149.18,-1.69%,Wheat,
Sep 2016,150.65,0.99%,Wheat,
Oct 2016,151.75,0.73%,Wheat,
Nov 2016,150.65,-0.72%,Wheat,
Dec 2016,141.83,-5.85%,Wheat,
Jan 2017,153.22,8.03%,Wheat,
Feb 2017,155.06,1.20%,Wheat,
Mar 2017,154.32,-0.48%,Wheat,
Apr 2017,166.08,7.62%,Wheat,
May 2017,180.41,8.63%,Wheat,
Jun 2017,189.6,5.09%,Wheat,
Jul 2017,202.46,6.78%,Wheat,
Aug 2017,171.23,-15.43%,Wheat,
Sep 2017,178.57,4.29%,Wheat,
Oct 2017,175.63,-1.65%,Wheat,
Nov 2017,179.68,2.31%,Wheat,
Dec 2017,184.09,2.45%,Wheat,
Jan 2018,192.17,4.39%,Wheat,
Feb 2018,192.17,0.00%,Wheat,
Mar 2018,192.17,0.00%,Wheat,
Apr 2018,213.85,11.28%,Wheat,
May 2018,213.85,0.00%,Wheat,
Jun 2018,219.36,2.58%,Wheat,
Jul 2018,218.26,-0.50%,Wheat,
Aug 2018,236.63,8.42%,Wheat,
Sep 2018,212.38,-10.25%,Wheat,
Oct 2018,213.48,0.52%,Wheat,
Nov 2018,203.56,-4.65%,Wheat,
Dec 2018,211.28,3.79%,Wheat,
Jan 2019,209.81,-0.70%,Wheat,
Feb 2019,218.99,4.38%,Wheat,
Mar 2019,205.76,-6.04%,Wheat,
Apr 2019,199.52,-3.03%,Wheat,
May 2019,199.52,0.00%,Wheat,
Jun 2019,206.13,3.31%,Wheat,
Jul 2019,196.21,-4.81%,Wheat,
Aug 2019,181.15,-7.68%,Wheat,
Sep 2019,189.6,4.66%,Wheat,
Oct 2019,199.52,5.23%,Wheat,
Nov 2019,203.19,1.84%,Wheat,
Dec 2019,210.91,3.80%,Wheat,
Jan 2020,224.5,6.44%,Wheat,
Feb 2020,215.32,-4.09%,Wheat,
Mar 2020,209.07,-2.90%,Wheat,
Apr 2020,218.99,4.74%,Wheat,
May 2020,205.76,-6.04%,Wheat,
Jun 2020,198.42,-3.57%,Wheat,
Jul 2020,222.13,11.95%,Wheat,
Aug 2020,223.0,0.39%,Wheat,
Sep 2020,247.68,11.07%,Wheat,
Oct 2020,272.36,9.96%,Wheat,
Nov 2020,273.0,0.23%,Wheat,
Dec 2020,268.55,-1.63%,Wheat,
Jan 2021,289.3,7.73%,Wheat,
Feb 2021,289.4,0.03%,Wheat,
Mar 2021,273.13,-5.62%,Wheat,
Apr 2021,280.95,2.86%,Wheat,
May 2021,297.25,5.80%,Wheat,
Jun 2021,285.55,-3.94%,Wheat,
Jul 2021,294.27,3.05%,Wheat,
Aug 2021,324.52,10.28%,Wheat,
Sep 2021,337.55,4.02%,Wheat,
Oct 2021,354.67,5.07%,Wheat,
Nov 2021,379.45,6.99%,Wheat,
Dec 2021,376.81,-0.70%,Wheat,
Jan 2022,374.24,-0.68%,Wheat,
Feb 2022,390.5,4.34%,Wheat,
Mar 2022,486.3,24.53%,Wheat,
Apr 2022,495.28,1.85%,Wheat,
May 2022,522.29,5.45%,Wheat,
Jun 2022,459.59,-12.00%,Wheat,
Jul 2022,382.5,-16.77%,Wheat,
Aug 2022,382.86,0.09%,Wheat,
Sep 2022,419.14,9.48%,Wheat,
Oct 2022,437.95,4.49%,Wheat,
Nov 2022,422.68,-3.49%,Wheat,
Dec 2022,386.33,-8.60%,Wheat,
Jan 2023,380.36,-1.55%,Wheat,
Feb 2023,394.75,3.78%,Wheat,
Mar 2023,369.86,-6.31%,Wheat,
Apr 2023,378.18,2.25%,Wheat,
Apr 1993,2.35,-,Natural Gas,
May 1993,2.17,-7.66%,Natural Gas,
Jun 1993,1.97,-9.22%,Natural Gas,
Jul 1993,2.06,4.57%,Natural Gas,
Aug 1993,2.26,9.71%,Natural Gas,
Sep 1993,2.27,0.44%,Natural Gas,
Oct 1993,2.02,-11.01%,Natural Gas,
Nov 1993,2.26,11.88%,Natural Gas,
Dec 1993,2.34,3.54%,Natural Gas,
Jan 1994,2.34,0.00%,Natural Gas,
Feb 1994,2.71,15.81%,Natural Gas,
Mar 1994,2.21,-18.45%,Natural Gas,
Apr 1994,2.04,-7.69%,Natural Gas,
May 1994,1.92,-5.88%,Natural Gas,
Jun 1994,1.9,-1.04%,Natural Gas,
Jul 1994,1.96,3.16%,Natural Gas,
Aug 1994,1.66,-15.31%,Natural Gas,
Sep 1994,1.49,-10.24%,Natural Gas,
Oct 1994,1.51,1.34%,Natural Gas,
Nov 1994,1.58,4.64%,Natural Gas,
Dec 1994,1.72,8.86%,Natural Gas,
Jan 1995,1.51,-12.21%,Natural Gas,
Feb 1995,1.58,4.64%,Natural Gas,
Mar 1995,1.54,-2.53%,Natural Gas,
Apr 1995,1.62,5.19%,Natural Gas,
May 1995,1.64,1.23%,Natural Gas,
Jun 1995,1.62,-1.22%,Natural Gas,
Jul 1995,1.44,-11.11%,Natural Gas,
Aug 1995,1.56,8.33%,Natural Gas,
Sep 1995,1.64,5.13%,Natural Gas,
Oct 1995,1.77,7.93%,Natural Gas,
Nov 1995,2.04,15.25%,Natural Gas,
Dec 1995,2.71,32.84%,Natural Gas,
Jan 1996,2.93,8.12%,Natural Gas,
Feb 1996,4.4,50.17%,Natural Gas,
Mar 1996,2.95,-32.95%,Natural Gas,
Apr 1996,2.23,-24.41%,Natural Gas,
May 1996,2.24,0.45%,Natural Gas,
Jun 1996,2.49,11.16%,Natural Gas,
Jul 1996,2.48,-0.40%,Natural Gas,
Aug 1996,2.03,-18.15%,Natural Gas,
Sep 1996,1.84,-9.36%,Natural Gas,
Oct 1996,2.37,28.80%,Natural Gas,
Nov 1996,3.03,27.85%,Natural Gas,
Dec 1996,3.82,26.07%,Natural Gas,
Jan 1997,3.31,-13.35%,Natural Gas,
Feb 1997,2.22,-32.93%,Natural Gas,
Mar 1997,1.89,-14.86%,Natural Gas,
Apr 1997,2.03,7.41%,Natural Gas,
May 1997,2.24,10.34%,Natural Gas,
Jun 1997,2.2,-1.79%,Natural Gas,
Jul 1997,2.19,-0.45%,Natural Gas,
Aug 1997,2.47,12.79%,Natural Gas,
Sep 1997,2.84,14.98%,Natural Gas,
Oct 1997,3.04,7.04%,Natural Gas,
Nov 1997,3.02,-0.66%,Natural Gas,
Dec 1997,2.33,-22.85%,Natural Gas,
Jan 1998,2.1,-9.87%,Natural Gas,
Feb 1998,2.22,5.71%,Natural Gas,
Mar 1998,2.23,0.45%,Natural Gas,
Apr 1998,2.42,8.52%,Natural Gas,
May 1998,2.14,-11.57%,Natural Gas,
Jun 1998,2.17,1.40%,Natural Gas,
Jul 1998,2.17,0.00%,Natural Gas,
Aug 1998,1.85,-14.75%,Natural Gas,
Sep 1998,2.01,8.65%,Natural Gas,
Oct 1998,1.89,-5.97%,Natural Gas,
Nov 1998,2.1,11.11%,Natural Gas,
Dec 1998,1.74,-17.14%,Natural Gas,
Jan 1999,1.86,6.90%,Natural Gas,
Feb 1999,1.77,-4.84%,Natural Gas,
Mar 1999,1.79,1.13%,Natural Gas,
Apr 1999,2.15,20.11%,Natural Gas,
May 1999,2.25,4.65%,Natural Gas,
Jun 1999,2.3,2.22%,Natural Gas,
Jul 1999,2.31,0.43%,Natural Gas,
Aug 1999,2.79,20.78%,Natural Gas,
Sep 1999,2.54,-8.96%,Natural Gas,
Oct 1999,2.72,7.09%,Natural Gas,
Nov 1999,2.36,-13.24%,Natural Gas,
Dec 1999,2.36,0.00%,Natural Gas,
Jan 2000,2.42,2.54%,Natural Gas,
Feb 2000,2.65,9.50%,Natural Gas,
Mar 2000,2.79,5.28%,Natural Gas,
Apr 2000,3.03,8.60%,Natural Gas,
May 2000,3.58,18.15%,Natural Gas,
Jun 2000,4.28,19.55%,Natural Gas,
Jul 2000,3.96,-7.48%,Natural Gas,
Aug 2000,4.41,11.36%,Natural Gas,
Sep 2000,5.06,14.74%,Natural Gas,
Oct 2000,5.02,-0.79%,Natural Gas,
Nov 2000,5.55,10.56%,Natural Gas,
Dec 2000,8.95,61.26%,Natural Gas,
Jan 2001,8.17,-8.72%,Natural Gas,
Feb 2001,5.63,-31.09%,Natural Gas,
Mar 2001,5.16,-8.35%,Natural Gas,
Apr 2001,5.17,0.19%,Natural Gas,
May 2001,4.21,-18.57%,Natural Gas,
Jun 2001,3.71,-11.88%,Natural Gas,
Jul 2001,3.1,-16.44%,Natural Gas,
Aug 2001,2.95,-4.84%,Natural Gas,
Sep 2001,2.15,-27.12%,Natural Gas,
Oct 2001,2.45,13.95%,Natural Gas,
Nov 2001,2.36,-3.67%,Natural Gas,
Dec 2001,2.41,2.12%,Natural Gas,
Jan 2002,2.25,-6.64%,Natural Gas,
Feb 2002,2.31,2.67%,Natural Gas,
Mar 2002,3.03,31.17%,Natural Gas,
Apr 2002,3.42,12.87%,Natural Gas,
May 2002,3.49,2.05%,Natural Gas,
Jun 2002,3.22,-7.74%,Natural Gas,
Jul 2002,2.98,-7.45%,Natural Gas,
Aug 2002,3.09,3.69%,Natural Gas,
Sep 2002,3.57,15.53%,Natural Gas,
Oct 2002,4.12,15.41%,Natural Gas,
Nov 2002,4.04,-1.94%,Natural Gas,
Dec 2002,4.74,17.33%,Natural Gas,
Jan 2003,5.41,14.14%,Natural Gas,
Feb 2003,7.77,43.62%,Natural Gas,
Mar 2003,5.95,-23.42%,Natural Gas,
Apr 2003,5.29,-11.09%,Natural Gas,
May 2003,5.84,10.40%,Natural Gas,
Jun 2003,5.77,-1.20%,Natural Gas,
Jul 2003,5.01,-13.17%,Natural Gas,
Aug 2003,4.97,-0.80%,Natural Gas,
Sep 2003,4.61,-7.24%,Natural Gas,
Oct 2003,4.64,0.65%,Natural Gas,
Nov 2003,4.53,-2.37%,Natural Gas,
Dec 2003,6.13,35.32%,Natural Gas,
Jan 2004,6.09,-0.65%,Natural Gas,
Feb 2004,5.38,-11.66%,Natural Gas,
Mar 2004,5.4,0.37%,Natural Gas,
Apr 2004,5.72,5.93%,Natural Gas,
May 2004,6.34,10.84%,Natural Gas,
Jun 2004,6.27,-1.10%,Natural Gas,
Jul 2004,5.93,-5.42%,Natural Gas,
Aug 2004,5.4,-8.94%,Natural Gas,
Sep 2004,5.14,-4.81%,Natural Gas,
Oct 2004,6.41,24.71%,Natural Gas,
Nov 2004,6.09,-4.99%,Natural Gas,
Dec 2004,6.58,8.05%,Natural Gas,
Jan 2005,6.15,-6.53%,Natural Gas,
Feb 2005,6.14,-0.16%,Natural Gas,
Mar 2005,6.97,13.52%,Natural Gas,
Apr 2005,7.15,2.58%,Natural Gas,
May 2005,6.47,-9.51%,Natural Gas,
Jun 2005,7.19,11.13%,Natural Gas,
Jul 2005,7.63,6.12%,Natural Gas,
Aug 2005,9.63,26.21%,Natural Gas,
Sep 2005,12.88,33.75%,Natural Gas,
Oct 2005,13.52,4.97%,Natural Gas,
Nov 2005,10.43,-22.86%,Natural Gas,
Dec 2005,12.83,23.01%,Natural Gas,
Jan 2006,8.66,-32.50%,Natural Gas,
Feb 2006,7.49,-13.51%,Natural Gas,
Mar 2006,6.9,-7.88%,Natural Gas,
Apr 2006,7.09,2.75%,Natural Gas,
May 2006,6.2,-12.55%,Natural Gas,
Jun 2006,6.19,-0.16%,Natural Gas,
Jul 2006,6.25,0.97%,Natural Gas,
Aug 2006,7.0,12.00%,Natural Gas,
Sep 2006,4.86,-30.57%,Natural Gas,
Oct 2006,5.96,22.63%,Natural Gas,
Nov 2006,7.45,25.00%,Natural Gas,
Dec 2006,6.58,-11.68%,Natural Gas,
Jan 2007,6.58,0.00%,Natural Gas,
Feb 2007,7.97,21.12%,Natural Gas,
Mar 2007,7.12,-10.66%,Natural Gas,
Apr 2007,7.59,6.60%,Natural Gas,
May 2007,7.61,0.26%,Natural Gas,
Jun 2007,7.3,-4.07%,Natural Gas,
Jul 2007,6.22,-14.79%,Natural Gas,
Aug 2007,6.2,-0.32%,Natural Gas,
Sep 2007,6.1,-1.61%,Natural Gas,
Oct 2007,6.8,11.48%,Natural Gas,
Nov 2007,7.14,5.00%,Natural Gas,
Dec 2007,7.15,0.14%,Natural Gas,
